bar,bartender,day,start,end,date
Courageous Melon,Lindsey Walling,Wednesday,08:00,00:00,2018-07-17
Courageous Melon,Lindsey Walling,Thursday,08:00,00:00,2018-07-18
Courageous Melon,Lindsey Walling,Friday,08:00,00:00,2018-07-19
Courageous Melon,Lindsey Walling,Saturday,08:00,00:00,2018-07-20
Courageous Melon,Lindsey Walling,Sunday,08:00,00:00,2018-07-21
Courageous Melon,Lindsey Walling,Monday,08:00,00:00,2018-07-22
Courageous Melon,Malissa Winn,Wednesday,08:00,00:00,2018-07-07
Courageous Melon,Malissa Winn,Tuesday,08:00,00:00,2018-07-09
Courageous Melon,Malissa Winn,Thursday,08:00,00:00,2018-07-11
Courageous Melon,Malissa Winn,Friday,08:00,00:00,2018-07-12
Courageous Melon,Malissa Winn,Saturday,08:00,00:00,2018-07-13
Courageous Melon,Malissa Winn,Sunday,08:00,00:00,2018-07-14
Courageous Melon,Malissa Winn,Monday,08:00,00:00,2018-07-15
Courageous Melon,Malissa Winn,Wednesday,08:00,00:00,2018-07-17
Courageous Melon,Malissa Winn,Thursday,08:00,00:00,2018-07-18
Courageous Melon,Malissa Winn,Friday,08:00,00:00,2018-07-19
Courageous Melon,Malissa Winn,Saturday,08:00,00:00,2018-07-20
Courageous Melon,Malissa Winn,Sunday,08:00,00:00,2018-07-21
Courageous Melon,Malissa Winn,Monday,08:00,00:00,2018-07-22
Courageous Melon,Mary Cantrell,Wednesday,08:00,00:00,2018-07-07
Courageous Melon,Mary Cantrell,Tuesday,08:00,00:00,2018-07-09
Courageous Melon,Mary Cantrell,Thursday,08:00,00:00,2018-07-11
Courageous Melon,Mary Cantrell,Friday,08:00,00:00,2018-07-12
Courageous Melon,Mary Cantrell,Saturday,08:00,00:00,2018-07-13
Courageous Melon,Mary Cantrell,Sunday,08:00,00:00,2018-07-14
Courageous Melon,Mary Cantrell,Monday,08:00,00:00,2018-07-15
Courageous Melon,Mary Cantrell,Tuesday,08:00,00:00,2018-07-16
Courageous Melon,Mary Cantrell,Wednesday,08:00,00:00,2018-07-17
Courageous Melon,Mary Cantrell,Thursday,08:00,00:00,2018-07-18
Courageous Melon,Mary Cantrell,Friday,08:00,00:00,2018-07-19
Courageous Melon,Mary Cantrell,Saturday,08:00,00:00,2018-07-20
Courageous Melon,Mary Cantrell,Sunday,08:00,00:00,2018-07-21
Courageous Melon,Mary Cantrell,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Paul Lahman,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Paul Lahman,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Paul Lahman,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Paul Lahman,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Paul Lahman,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Paul Lahman,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Paul Lahman,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Paul Lahman,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Paul Lahman,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Paul Lahman,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Paul Lahman,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Paul Lahman,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Paul Lahman,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Paul Lahman,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Paul Lahman,Monday,08:00,00:00,2018-08-22
Crooked Sailor Ale House,Pauline Cunningham,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Pauline Cunningham,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Pauline Cunningham,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Pauline Cunningham,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Pauline Cunningham,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Pauline Cunningham,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Pauline Cunningham,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Pauline Cunningham,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Pauline Cunningham,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Pauline Cunningham,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Pauline Cunningham,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Pauline Cunningham,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Pauline Cunningham,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Pauline Cunningham,Monday,08:00,00:00,2018-08-22
Crooked Sailor Ale House,Penny Clemans,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Penny Clemans,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Penny Clemans,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Penny Clemans,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Penny Clemans,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Penny Clemans,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Penny Clemans,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Penny Clemans,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Penny Clemans,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Penny Clemans,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Penny Clemans,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Penny Clemans,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Penny Clemans,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Penny Clemans,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Robert Larkins,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Robert Larkins,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Robert Larkins,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Robert Larkins,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Robert Larkins,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Robert Larkins,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Robert Larkins,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Robert Larkins,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Robert Larkins,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Robert Larkins,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Robert Larkins,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Robert Larkins,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Robert Larkins,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Robert Larkins,Monday,08:00,00:00,2018-08-22
Crooked Sailor Ale House,Sandra Bailey,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Sandra Bailey,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Sandra Bailey,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Sandra Bailey,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Sandra Bailey,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Sandra Bailey,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Sandra Bailey,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Sandra Bailey,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Sandra Bailey,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Sandra Bailey,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Sandra Bailey,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Sandra Bailey,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Sandra Bailey,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Sandra Bailey,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Sandra Bailey,Monday,08:00,00:00,2018-08-22
Crooked Sailor Ale House,Sandra Nockels,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Sandra Nockels,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Sandra Nockels,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Sandra Nockels,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Sandra Nockels,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Sandra Nockels,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Sandra Nockels,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Sandra Nockels,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Sandra Nockels,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Sandra Nockels,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Sandra Nockels,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Sandra Nockels,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Sandra Nockels,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Sandra Nockels,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Shawn Parnell,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Shawn Parnell,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Shawn Parnell,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Shawn Parnell,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Shawn Parnell,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Shawn Parnell,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Shawn Parnell,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Shawn Parnell,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Shawn Parnell,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Shawn Parnell,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Shawn Parnell,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Shawn Parnell,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Shawn Parnell,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Shawn Parnell,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Timothy Jordan,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Timothy Jordan,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Timothy Jordan,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Timothy Jordan,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Timothy Jordan,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Timothy Jordan,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Timothy Jordan,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Timothy Jordan,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Timothy Jordan,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Timothy Jordan,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Timothy Jordan,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Timothy Jordan,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Timothy Jordan,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Timothy Jordan,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Tyrone Garis,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Tyrone Garis,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Tyrone Garis,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Tyrone Garis,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Tyrone Garis,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Tyrone Garis,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Tyrone Garis,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Tyrone Garis,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Tyrone Garis,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Tyrone Garis,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Tyrone Garis,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Tyrone Garis,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Tyrone Garis,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Tyrone Garis,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Wendy Daily,Wednesday,08:00,00:00,2018-07-07
Crooked Sailor Ale House,Wendy Daily,Tuesday,08:00,00:00,2018-07-09
Crooked Sailor Ale House,Wendy Daily,Thursday,08:00,00:00,2018-07-11
Crooked Sailor Ale House,Wendy Daily,Friday,08:00,00:00,2018-07-12
Crooked Sailor Ale House,Wendy Daily,Saturday,08:00,00:00,2018-07-13
Crooked Sailor Ale House,Wendy Daily,Sunday,08:00,00:00,2018-07-14
Crooked Sailor Ale House,Wendy Daily,Monday,08:00,00:00,2018-07-15
Crooked Sailor Ale House,Wendy Daily,Tuesday,08:00,00:00,2018-07-16
Crooked Sailor Ale House,Wendy Daily,Wednesday,08:00,00:00,2018-07-17
Crooked Sailor Ale House,Wendy Daily,Thursday,08:00,00:00,2018-07-18
Crooked Sailor Ale House,Wendy Daily,Friday,08:00,00:00,2018-07-19
Crooked Sailor Ale House,Wendy Daily,Saturday,08:00,00:00,2018-07-20
Crooked Sailor Ale House,Wendy Daily,Sunday,08:00,00:00,2018-07-21
Crooked Sailor Ale House,Wendy Daily,Monday,08:00,00:00,2018-07-22
Crooked Sailor Ale House,Wendy Daily,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Albert Hyatt,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Albert Hyatt,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Albert Hyatt,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Albert Hyatt,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Albert Hyatt,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Albert Hyatt,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Albert Hyatt,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Albert Hyatt,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Albert Hyatt,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Albert Hyatt,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Albert Hyatt,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Albert Hyatt,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Albert Hyatt,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Albert Hyatt,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Alexis Doyle,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Alexis Doyle,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Alexis Doyle,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Alexis Doyle,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Alexis Doyle,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Alexis Doyle,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Alexis Doyle,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Alexis Doyle,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Alexis Doyle,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Alexis Doyle,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Alexis Doyle,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Alexis Doyle,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Alexis Doyle,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Alexis Doyle,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Barbara Mcgill,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Barbara Mcgill,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Barbara Mcgill,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Barbara Mcgill,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Barbara Mcgill,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Barbara Mcgill,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Barbara Mcgill,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Barbara Mcgill,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Barbara Mcgill,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Barbara Mcgill,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Barbara Mcgill,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Barbara Mcgill,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Barbara Mcgill,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Beverly Rivard,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Beverly Rivard,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Beverly Rivard,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Beverly Rivard,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Beverly Rivard,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Beverly Rivard,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Beverly Rivard,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Beverly Rivard,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Beverly Rivard,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Beverly Rivard,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Beverly Rivard,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Beverly Rivard,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Beverly Rivard,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Beverly Rivard,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Bonnie Nguyen,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Bonnie Nguyen,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Bonnie Nguyen,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Bonnie Nguyen,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Bonnie Nguyen,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Bonnie Nguyen,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Bonnie Nguyen,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Bonnie Nguyen,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Bonnie Nguyen,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Bonnie Nguyen,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Bonnie Nguyen,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Bonnie Nguyen,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Bonnie Nguyen,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Bonnie Nguyen,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Clifford Lopez,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Clifford Lopez,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Clifford Lopez,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Clifford Lopez,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Clifford Lopez,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Clifford Lopez,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Clifford Lopez,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Clifford Lopez,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Clifford Lopez,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Clifford Lopez,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Clifford Lopez,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Clifford Lopez,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Clifford Lopez,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Craig Williams,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Craig Williams,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Craig Williams,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Craig Williams,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Craig Williams,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Craig Williams,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Craig Williams,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Craig Williams,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Craig Williams,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Craig Williams,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Craig Williams,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Craig Williams,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Craig Williams,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Daniel Neal,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Daniel Neal,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Daniel Neal,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Daniel Neal,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Daniel Neal,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Daniel Neal,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Daniel Neal,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Daniel Neal,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Daniel Neal,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Daniel Neal,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Daniel Neal,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Daniel Neal,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Daniel Neal,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Dina Hill,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Dina Hill,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Dina Hill,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Dina Hill,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Dina Hill,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Dina Hill,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Dina Hill,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Dina Hill,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Dina Hill,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Dina Hill,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Dina Hill,Monday,08:00,00:00,2018-08-22
Daily Barracuda Inn,Estela Christmas,Wednesday,08:00,00:00,2018-08-08
Daily Barracuda Inn,Estela Christmas,Tuesday,08:00,00:00,2018-08-09
Daily Barracuda Inn,Estela Christmas,Thursday,08:00,00:00,2018-08-11
Daily Barracuda Inn,Estela Christmas,Friday,08:00,00:00,2018-08-12
Daily Barracuda Inn,Estela Christmas,Saturday,08:00,00:00,2018-08-13
Daily Barracuda Inn,Estela Christmas,Sunday,08:00,00:00,2018-08-14
Daily Barracuda Inn,Estela Christmas,Monday,08:00,00:00,2018-08-15
Daily Barracuda Inn,Estela Christmas,Tuesday,08:00,00:00,2018-08-16
Daily Barracuda Inn,Estela Christmas,Wednesday,08:00,00:00,2018-08-17
Daily Barracuda Inn,Estela Christmas,Thursday,08:00,00:00,2018-08-18
Daily Barracuda Inn,Estela Christmas,Friday,08:00,00:00,2018-08-19
Daily Barracuda Inn,Estela Christmas,Saturday,08:00,00:00,2018-08-20
Daily Barracuda Inn,Estela Christmas,Sunday,08:00,00:00,2018-08-21
Daily Barracuda Inn,Estela Christmas,Monday,08:00,00:00,2018-08-22
Dandy Cloud Bistro,Herbert Roe,Wednesday,08:00,00:00,2018-08-08
Dandy Cloud Bistro,Herbert Roe,Tuesday,08:00,00:00,2018-08-09
Dandy Cloud Bistro,Herbert Roe,Thursday,08:00,00:00,2018-08-11
Dandy Cloud Bistro,Herbert Roe,Friday,08:00,00:00,2018-08-12
Dandy Cloud Bistro,Herbert Roe,Saturday,08:00,00:00,2018-08-13
Dandy Cloud Bistro,Herbert Roe,Sunday,08:00,00:00,2018-08-14
Dandy Cloud Bistro,Herbert Roe,Monday,08:00,00:00,2018-08-15
Dandy Cloud Bistro,Herbert Roe,Tuesday,08:00,00:00,2018-08-16
Dandy Cloud Bistro,Herbert Roe,Wednesday,08:00,00:00,2018-08-17
Dandy Cloud Bistro,Herbert Roe,Thursday,08:00,00:00,2018-08-18
Dandy Cloud Bistro,Herbert Roe,Friday,08:00,00:00,2018-08-19
Dandy Cloud Bistro,Herbert Roe,Saturday,08:00,00:00,2018-08-20
Dandy Cloud Bistro,Herbert Roe,Sunday,08:00,00:00,2018-08-21
Dandy Cloud Bistro,Herbert Roe,Monday,08:00,00:00,2018-08-22
Dandy Cloud Bistro,Joel Shepherd,Wednesday,08:00,00:00,2018-08-08
Dandy Cloud Bistro,Joel Shepherd,Tuesday,08:00,00:00,2018-08-09
Dandy Cloud Bistro,Joel Shepherd,Thursday,08:00,00:00,2018-08-11
Dandy Cloud Bistro,Joel Shepherd,Saturday,08:00,00:00,2018-08-13
Dandy Cloud Bistro,Joel Shepherd,Sunday,08:00,00:00,2018-08-14
Dandy Cloud Bistro,Joel Shepherd,Monday,08:00,00:00,2018-08-15
Dandy Cloud Bistro,Joel Shepherd,Tuesday,08:00,00:00,2018-08-16
Dandy Cloud Bistro,Joel Shepherd,Wednesday,08:00,00:00,2018-08-17
Dandy Cloud Bistro,Joel Shepherd,Thursday,08:00,00:00,2018-08-18
Dandy Cloud Bistro,Joel Shepherd,Friday,08:00,00:00,2018-08-19
Dandy Cloud Bistro,Joel Shepherd,Saturday,08:00,00:00,2018-08-20
Dandy Cloud Bistro,Joel Shepherd,Sunday,08:00,00:00,2018-08-21
Dandy Cloud Bistro,Joel Shepherd,Monday,08:00,00:00,2018-08-22
Dandy Cloud Bistro,John Childs,Wednesday,08:00,00:00,2018-08-08
Dandy Cloud Bistro,John Childs,Tuesday,08:00,00:00,2018-08-09
Dandy Cloud Bistro,John Childs,Thursday,08:00,00:00,2018-08-11
Dandy Cloud Bistro,John Childs,Saturday,08:00,00:00,2018-08-13
Dandy Cloud Bistro,John Childs,Sunday,08:00,00:00,2018-08-14
Dandy Cloud Bistro,John Childs,Monday,08:00,00:00,2018-08-15
Dandy Cloud Bistro,John Childs,Tuesday,08:00,00:00,2018-08-16
